Book_ID,Title,Authors,Total_Pages,No. of Reviews,Average_Rating,No. of Ratings,ISBN,ISBN13,Language,Genres
23295358,Made,J.M. Darhower,530,538,4.52,3050,,B00O9YYP7W,English,"['Romance', 'Dark', 'Sociology', 'Abuse', 'Contemporary', 'New Adult', 'Mystery', 'Crime', 'Romance', 'Contemporary Romance', 'Suspense', 'Adult', 'Romance', 'Romantic Suspense']"
457228,Butcher's Crossing,John  Williams,274,1584,4.15,16299,1590171985,9.78159E+12,English,"['Fiction', 'Westerns', 'Historical', 'Historical Fiction', 'Classics', 'Novels', 'Literature', 'American', 'Literature', 'Historical', 'The United States Of America', 'Literature', '20th Century']"
25064648,The Reader,Traci Chee,442,2158,3.8,10476,399176772,9.7804E+12,English,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult', 'Young Adult Fantasy', 'Adventure', 'Writing', 'Books About Books', 'Adventure', 'Pirates', 'Fantasy', 'Magic', 'Fantasy', 'High Fantasy', 'Audiobook']"
24618,The Art of Living,Epictetus,128,1704,4.24,19156,006251346X,9.78006E+12,English,"['Philosophy', 'Nonfiction', 'Classics', 'Self Help', 'Psychology', 'History', 'Spirituality', 'Self Help', 'Personal Development', 'Literature', 'Ancient', 'History', 'Ancient History']"
953435,L'Œuvre au noir,Marguerite Yourcenar,480,304,4.06,4413,2070367983,9.78207E+12,French,"['Fiction', 'Historical', 'Historical Fiction', 'Cultural', 'France', 'Classics', 'European Literature', 'French Literature', 'Literature', 'Novels', 'Cultural', 'Belgium', 'Historical', 'Roman']"
5215879,Skin Trade,Laurell K. Hamilton,486,1208,3.92,37596,425227723,9.78043E+12,English,"['Fantasy', 'Urban Fantasy', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Fantasy', 'Romance', 'Romance', 'Paranormal Romance', 'Fiction', 'Horror', 'Fantasy', 'Supernatural', 'Paranormal', 'Shapeshifters']"
69392,Milkweed,Jerry Spinelli,208,2514,4.01,27114,440420059,9.78044E+12,English,"['Historical', 'Historical Fiction', 'Young Adult', 'World War II', 'Holocaust', 'Fiction', 'Historical', 'War', 'World War II', 'War', 'Childrens', 'Middle Grade', 'Childrens', 'Academic', 'School']"
6424184,Thirst No. 2,Christopher Pike,581,646,4.07,29564,1416983090,9.78142E+12,English,"['Paranormal', 'Vampires', 'Young Adult', 'Fantasy', 'Paranormal', 'Fantasy', 'Fiction', 'Fantasy', 'Supernatural', 'Romance', 'Horror', 'Fantasy', 'Urban Fantasy', 'Young Adult', 'Teen']"
1611656,Dark Needs at Night's Edge,Kresley Cole,368,1621,4.29,48573,141654707X,9.78142E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Urban Fantasy', 'Adult', 'Paranormal', 'Ghosts', 'Paranormal', 'Demons', 'Fantasy', 'Magic']"
72286,When Darkness Comes,Alexandra Ivy,359,667,3.84,13976,821779354,9.78082E+12,English,"['Romance', 'Paranormal Romance', 'Fantasy', 'Paranormal', 'Paranormal', 'Vampires', 'Romance', 'Fantasy', 'Paranormal', 'Demons', 'Fantasy', 'Urban Fantasy', 'Adult', 'Fiction', 'Paranormal', 'Witches']"
32349,Mutant Message Down Under,Marlo Morgan,187,1824,3.76,18965,60723513,9.78006E+12,English,"['Fiction', 'Spirituality', 'Travel', 'Cultural', 'Australia', 'Philosophy', 'Adventure', 'Book Club', 'Novels', 'Anthropology', 'Inspirational']"
16004807,The Gathering Darkness,Lisa Collicutt,320,68,3.8,197,1620070936,9.78162E+12,English,"['Romance', 'Young Adult', 'Fantasy', 'Fantasy', 'Paranormal', 'Fantasy', 'Magic', 'Fantasy', 'Supernatural', 'Paranormal', 'Demons', 'Paranormal', 'Witches', 'Fantasy', 'Urban Fantasy', 'Science Fiction Fantasy']"
13147230,The Long Earth,Terry Pratchett,336,5029,3.77,54618,62067753,9.78006E+12,English,"['Science Fiction', 'Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Audiobook', 'Adventure', 'Speculative Fiction', 'Humor', 'Adult', 'Science Fiction', 'Dystopia']"
31194576,Release,Patrick Ness,287,3304,3.68,16765,1406377279,9.78141E+12,English,"['Young Adult', 'LGBT', 'Contemporary', 'Fantasy', 'Fiction', 'Magical Realism', 'LGBT', 'Queer', 'Romance', 'Audiobook', 'LGBT', 'Gay']"
15096164,Pines,Blake Crouch,303,8316,3.93,102215,1612183956,9.78161E+12,English,"['Thriller', 'Mystery', 'Fiction', 'Science Fiction', 'Horror', 'Thriller', 'Mystery Thriller', 'Science Fiction', 'Dystopia', 'Suspense', 'Audiobook', 'Fantasy']"
625605,The Alliance,Gerald N. Lund,330,625,4.22,4254,875791603,9.78088E+12,English,"['Science Fiction', 'Fiction', 'Lds', 'Lds Fiction', 'Science Fiction', 'Dystopia', 'Young Adult', 'Christianity', 'Lds', 'Fantasy', 'Apocalyptic', 'Post Apocalyptic', 'Christian Fiction', 'Novels']"
34072,Jimmy Corrigan,Chris Ware,380,1425,4.09,22810,224063979,9.78022E+12,English,"['Sequential Art', 'Graphic Novels', 'Sequential Art', 'Comics', 'Fiction', 'Graphic Novels Comics', 'Sequential Art', 'Comix', 'Comics', 'Comic Book', 'Art', 'Sequential Art', 'Bande Dessinée', 'Literature', 'American', 'Sequential Art']"
28351,And to Think That I Saw It on Mulberry Street,Dr. Seuss,64,770,3.98,24372,7169922,9.78001E+12,English,"['Childrens', 'Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Humor', 'Fantasy', 'Childrens', 'Juvenile', 'Kids', 'Young Adult']"
406186,"Mara, Daughter of the Nile",Eloise Jarvis McGraw,279,962,4.24,10835,140319298,9.78014E+12,English,"['Historical', 'Historical Fiction', 'Young Adult', 'Romance', 'Historical', 'Fiction', 'Northern Africa', 'Egypt', 'Adventure', 'Academic', 'School', 'Classics', 'Childrens']"
10059498,The Midwife's Confession,Diane Chamberlain,417,3551,4.08,38202,778329860,9.78078E+12,English,"['Fiction', 'Womens Fiction', 'Chick Lit', 'Mystery', 'Contemporary', 'Drama', 'Audiobook', 'Womens Fiction', 'Adult Fiction', 'Adult', 'Family']"
6728738,Committed,Elizabeth Gilbert,285,5318,3.44,52889,670021652,9.78067E+12,English,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Marriage', 'Relationships', 'Audiobook', 'Romance', 'Biography Memoir', 'Travel', 'Womens Fiction', 'Chick Lit']"
11449,Cathedral,Raymond Carver,230,1846,4.26,30780,679723692,9.78068E+12,English,"['Short Stories', 'Fiction', 'Classics', 'Literature', 'Literature', 'American', 'Literary Fiction', 'American', 'Americana', 'Contemporary', 'Literature', '20th Century', 'The United States Of America']"
2479730,Tracy's Tiger,William Saroyan,107,144,4.25,3171,3596293251,9.7836E+12,German,"['Fiction', 'Classics', 'Literature', 'American', 'Short Stories', 'Literature', '20th Century', 'Novels', 'European Literature', 'Czech Literature', 'Magical Realism', 'Literary Fiction', 'The United States Of America']"
1609224,The Law,Frédéric Bastiat,61,998,4.36,11711,1933550147,9.78193E+12,English,"['Politics', 'Philosophy', 'Economics', 'Nonfiction', 'Law', 'Classics', 'History', 'Politics', 'Political Science', 'Politics', 'Government', 'Cultural', 'France']"
6452796,Drive,Daniel H. Pink,242,4856,3.94,107306,1594488843,9.78159E+12,English,"['Nonfiction', 'Business', 'Psychology', 'Leadership', 'Self Help', 'Self Help', 'Personal Development', 'Business', 'Management', 'Education', 'Productivity', 'Science']"
31944679,In Other Lands,Sarah Rees Brennan,437,2283,4.36,9228,1618731203,9.78162E+12,English,"['Fantasy', 'Young Adult', 'LGBT', 'Fiction', 'LGBT', 'Queer', 'Romance', 'Young Adult', 'Young Adult Fantasy', 'Mythology', 'Mermaids', 'Humor', 'Adventure']"
45891343,The Upside of Falling,Alex Light,288,4826,3.65,38763,62918052,9.78006E+12,English,"['Romance', 'Contemporary', 'Young Adult', 'Young Adult', 'Young Adult Romance', 'Romance', 'Contemporary Romance', 'Audiobook', 'Fiction', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'High School', 'Realistic Fiction']"
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift,416,59,3.88,4259,1416500391,9.78142E+12,English,"['Classics', 'Fiction', 'Fantasy', 'Literature', 'Humor', 'Adventure', 'Academic', 'Read For School', 'Adult Fiction', 'Politics', 'Writing', 'Essays']"
304123,Blade of Tyshalle,Matthew Woodring Stover,800,256,4.06,4865,345421434,9.78035E+12,English,"['Fantasy', 'Science Fiction', 'Fiction', 'Fantasy', 'Dark Fantasy', 'Fantasy', 'Epic Fantasy', 'Science Fiction', 'Dystopia', 'Epic', 'Fantasy', 'Urban Fantasy', 'Adventure', 'Audiobook']"
627204,Scar Night,Alan Campbell,421,334,3.62,3944,553384163,9.78055E+12,English,"['Fantasy', 'Science Fiction', 'Steampunk', 'Fiction', 'Fantasy', 'Dark Fantasy', 'Horror', 'Science Fiction', 'Paranormal', 'Angels', 'Science Fiction Fantasy', 'Fantasy', 'Urban Fantasy', 'Fantasy', 'Epic Fantasy']"
5861926,The Sword Thief,Peter Lerangis,156,1326,3.89,48841,545135702,9.78055E+12,English,"['Mystery', 'Adventure', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Childrens', 'Fantasy', 'Audiobook', 'Childrens', 'Juvenile', 'Action']"
63213,The Dunwich Horror and Others,H.P. Lovecraft,433,471,4.2,14342,870540378,9.78087E+12,English,"['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Classics', 'Horror', 'Lovecraftian', 'Science Fiction', 'Fantasy', 'Weird Fiction', 'Gothic', 'Lovecraftian', 'Cthulhu Mythos']"
3181953,The Heretic's Daughter,Kathleen Kent,332,4033,3.78,34054,316037532,9.78032E+12,English,"['Historical', 'Historical Fiction', 'Fiction', 'Historical', 'Paranormal', 'Witches', 'Book Club', 'Adult Fiction', 'Literature', '17th Century', 'Adult', 'Audiobook', 'North American Hi...', 'American History']"
32669,Clear and Present Danger,Tom Clancy,688,888,4.13,134351,425144372,9.78043E+12,English,"['Fiction', 'Thriller', 'Spy Thriller', 'Espionage', 'War', 'Military Fiction', 'Mystery', 'Suspense', 'Action', 'Adventure', 'Thriller', 'Mystery Thriller', 'Thriller', 'Spy Thriller']"
13487029,Foretold,Jana Oliver,438,489,4.32,6285,1447216067,9.78145E+12,English,"['Young Adult', 'Fantasy', 'Paranormal', 'Paranormal', 'Demons', 'Fantasy', 'Paranormal', 'Angels', 'Fantasy', 'Urban Fantasy', 'Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Magic', 'Fiction']"
23569787,Akarnae,Lynette Noni,436,978,4.25,6693,1921997508,9.78192E+12,English,"['Fantasy', 'Young Adult', 'Fantasy', 'Magic', 'Young Adult', 'Young Adult Fantasy', 'Adventure', 'Fiction', 'Fantasy', 'Paranormal', 'Fantasy', 'High Fantasy', 'Romance', 'Audiobook']"
42258946,One Small Sacrifice,Hilary Davidson,366,598,3.92,10871,,B07GR4NWFQ,English,"['Mystery', 'Thriller', 'Fiction', 'Thriller', 'Mystery Thriller', 'Mystery', 'Crime', 'Novels', 'Mystery', 'Detective', 'Audiobook', 'Adult', 'Contemporary']"
57894544,Inspired by The Holy Ghost,Aimee Cabo Nikolov,105,12,4.33,697,,9.78174E+12,English,"['Book Club', 'Education', 'How To', 'Nonfiction', 'Inspirational']"
49256,The Unabridged Devil's Dictionary,Ambrose Bierce,404,661,4.04,10409,820324019,9.78082E+12,English,"['Humor', 'Nonfiction', 'Classics', 'Reference', 'Humanities', 'Language', 'Literature', 'Humor', 'Comedy', 'Philosophy', 'Reference', 'Dictionaries', 'Literature', 'American']"
3307144,King of Sword and Sky,C.L. Wilson,472,464,4.28,10555,843960590,9.78084E+12,English,"['Fantasy', 'Romance', 'Romance', 'Fantasy Romance', 'Fantasy', 'Magic', 'Fairies', 'Fae', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Adult', 'Fantasy', 'High Fantasy', 'Fiction']"
7124921,The Last Hope,Erin Hunter,384,682,4.57,11509,61555282,9.78006E+12,English,"['Fantasy', 'Animals', 'Childrens', 'Middle Grade', 'Fiction', 'Animals', 'Cats', 'Childrens', 'Young Adult', 'Adventure', 'Animals', 'Animal Fiction', 'Childrens', 'Young Readers']"
343545,Ishmael,E.D.E.N. Southworth,523,86,4.38,774,1584741171,,English,"['Fiction', 'Classics', 'Historical', 'Historical Fiction', 'Christian', 'Christian Fiction', 'Romance', 'Literature', 'Childrens', 'Young Adult', 'Novels']"
61880,Memory,Lois McMaster Bujold,509,826,4.42,17247,2290052302,9.78229E+12,English,"['Science Fiction', 'Fiction', 'Space', 'Space Opera', 'Mystery', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Space', 'Adventure', 'War', 'Military Fiction']"
11254250,Cabin Fever,Jeff Kinney,224,4517,4.24,109078,1419702238,9.78142E+12,English,"['Fiction', 'Humor', 'Childrens', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'Sequential Art', 'Graphic Novels', 'Young Adult', 'Humor', 'Comedy', 'Sequential Art', 'Comics', 'Diary']"
6202556,The Evolution of Calpurnia Tate,Jacqueline Kelly,344,4709,3.97,33039,805088415,9.78081E+12,English,"['Historical', 'Historical Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fiction', 'Historical', 'Childrens', 'Young Adult', 'Coming Of Age', 'Childrens', 'Juvenile', 'Family', 'Realistic Fiction']"
11395597,Why Be Happy When You Could Be Normal?,Jeanette Winterson,230,3330,3.96,36767,307401243,9.78031E+12,English,"['Autobiography', 'Memoir', 'Nonfiction', 'LGBT', 'Biography', 'LGBT', 'Queer', 'Biography Memoir', 'Biography', 'Autobiography', 'Feminism', 'LGBT', 'Lesbian', 'Parenting', 'Adoption']"
13069935,Ask the Passengers,A.S. King,304,2704,3.85,24441,316194689,9.78032E+12,English,"['Young Adult', 'LGBT', 'Contemporary', 'Fiction', 'Romance', 'Realistic Fiction', 'LGBT', 'Queer', 'Magical Realism', 'Young Adult', 'Teen', 'LGBT', 'Lesbian']"
4066312,Smooth Talking Stranger,Lisa Kleypas,340,1949,4.14,38530,312351666,9.78031E+12,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Womens Fiction', 'Chick Lit', 'Adult', 'Fiction', 'Audiobook', 'Romance', 'Historical Romance', 'Humor', 'Love']"
28187230,The Woman in Cabin 10,Ruth Ware,341,33692,3.73,464251,1501132938,9.7815E+12,English,"['Mystery', 'Thriller', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Audiobook', 'Adult', 'Mystery', 'Crime', 'Contemporary', 'Adult Fiction']"
45045129,Tweet Cute,Emma Lord,368,8585,3.98,44043,1250237327,9.78125E+12,English,"['Romance', 'Young Adult', 'Contemporary', 'Fiction', 'Audiobook', 'Romance', 'Contemporary Romance', 'Young Adult', 'Young Adult Contemporary', 'Young Adult', 'Young Adult Romance', 'Womens Fiction', 'Chick Lit', 'Realistic Fiction']"
56905097,As Good As Dead,Holly  Jackson,459,6256,4.2,33770,593379853,9.78059E+12,English,"['Mystery', 'Young Adult', 'Thriller', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Fiction', 'Audiobook', 'Mystery', 'Crime', 'Mystery', 'Murder Mystery', 'Romance']"
76865,Good to Great,James C. Collins,300,5050,4.13,158136,66620996,9.78007E+12,English,"['Business', 'Leadership', 'Nonfiction', 'Self Help', 'Buisness', 'Business', 'Management', 'Business', 'Entrepreneurship', 'Self Help', 'Personal Development', 'Audiobook', 'Economics', 'Finance']"
16055,The Magician's Assistant,Ann Patchett,357,3689,3.69,37754,,,English,"['Fiction', 'Literary Fiction', 'Contemporary', 'Audiobook', 'Novels', 'Book Club', 'Fantasy', 'Magic', 'Adult Fiction', 'Adult', 'Fantasy']"
16366,Endless Night,Agatha Christie,303,2716,3.81,27896,7151675,9.78001E+12,English,"['Mystery', 'Fiction', 'Mystery', 'Crime', 'Classics', 'Thriller', 'Mystery Thriller', 'Thriller', 'Audiobook', 'Mystery', 'Detective', 'European Literature', 'British Literature', 'Novels']"
73100,This Heart of Mine,Susan Elizabeth Phillips,432,1308,4.09,30297,380808080,,English,"['Romance', 'Romance', 'Contemporary Romance', 'Contemporary', 'Sports', 'Sports', 'Womens Fiction', 'Chick Lit', 'Contemporary Romance', 'Sports Romance', 'Fiction', 'Adult', 'Humor', 'Audiobook']"
1169808,The Fury,L.J. Smith,285,1012,3.52,30433,61059919,9.78006E+12,English,"['Young Adult', 'Paranormal', 'Vampires', 'Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Fiction', 'Romance', 'Paranormal Romance', 'Fantasy', 'Supernatural', 'Fantasy', 'Urban Fantasy', 'Horror']"
1422252,"Vampire, Interrupted",Lynsay Sands,370,550,4.34,19292,61229776,9.78006E+12,English,"['Romance', 'Romance', 'Paranormal Romance', 'Paranormal', 'Vampires', 'Fantasy', 'Paranormal', 'Fantasy', 'Adult', 'Fantasy', 'Urban Fantasy', 'Fiction', 'Humor', 'Fantasy', 'Supernatural']"
35721089,Beautiful Boy,David Sheff,340,6212,4.1,71546,1328974715,9.78133E+12,English,"['Nonfiction', 'Autobiography', 'Memoir', 'Biography', 'Audiobook', 'Health', 'Mental Health', 'Biography Memoir', 'Psychology', 'Parenting', 'Adult', 'Family']"
7387900,Gazing Into the Eternal,Belzebuub,208,25,4.54,70,978986423,9.78098E+12,English,['Spirituality']
8411749,The Rogue,Trudi Canavan,495,367,4.04,15469,184149593X,9.78184E+12,English,"['Fantasy', 'Fantasy', 'Magic', 'Fiction', 'Fantasy', 'High Fantasy', 'Fantasy', 'Epic Fantasy', 'Young Adult', 'Adventure', 'Science Fiction Fantasy', 'Audiobook', 'Romance']"
10336420,Pegasus and the Fight for Olympus,Kate O'Hearn,368,293,4.4,6014,340997419,9.78034E+12,English,"['Fantasy', 'Fantasy', 'Mythology', 'Childrens', 'Middle Grade', 'Adventure', 'Fantasy', 'Magic', 'Fiction', 'Childrens', 'Young Adult', 'Mythology', 'Greek Mythology', 'Animals', 'Horses']"
16036975,Undone,Cat Clarke,502,620,4.14,3561,1780870450,9.78178E+12,English,"['Young Adult', 'Contemporary', 'Romance', 'LGBT', 'Mystery', 'Fiction', 'Realistic Fiction', 'Health', 'Mental Health', 'Death', 'Thriller']"
23493509,Meditation,Amit Ray,146,37,4.76,158,9382123318,9.78938E+12,English,"['Spirituality', 'Inspirational', 'Self Help', 'Nonfiction']"
17701852,The Drowning of Arthur Braxton,Caroline Smailes,385,219,3.86,1769,,B00ALKTTJM,English,"['Contemporary', 'Fiction', 'Fantasy', 'Young Adult', 'Literary Fiction', 'Audiobook', 'Young Adult', 'Young Adult Contemporary', 'Literature', 'Magical Realism', 'Mystery']"
15809617,The Lost Heir,Tui T. Sutherland,296,1395,4.49,27031,545349192,9.78055E+12,English,"['Fantasy', 'Fantasy', 'Dragons', 'Childrens', 'Middle Grade', 'Fiction', 'Adventure', 'Young Adult', 'Childrens', 'Audiobook', 'Animals', 'Science Fiction Fantasy']"
41957126,Verity,Colleen Hoover,324,64169,4.41,526860,,9.78154E+12,English,"['Thriller', 'Romance', 'Mystery', 'Fiction', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Suspense', 'Adult', 'Dark', 'Audiobook']"
295834,The Unusual Suspects,Michael Buckley,292,1040,4.24,22511,810993236,9.78081E+12,English,"['Fantasy', 'Mystery', 'Childrens', 'Middle Grade', 'Fantasy', 'Fairy Tales', 'Fiction', 'Childrens', 'Young Adult', 'Adventure', 'Fantasy', 'Magic', 'Childrens', 'Juvenile']"
7381647,The Book of Awesome,Neil Pasricha,393,1203,3.8,11249,399156518,9.7804E+12,English,"['Nonfiction', 'Humor', 'Self Help', 'Inspirational', 'Humor', 'Comedy', 'Psychology', 'Cultural', 'Canada', 'Short Stories', 'Culture', 'Pop Culture', 'Adult']"
587359,The Romance of Tristan and Iseult,Joseph Bédier,205,587,3.59,10313,679750169,9.78068E+12,English,"['Classics', 'Romance', 'Fiction', 'Historical', 'Medieval', 'Cultural', 'France', 'Academic', 'School', 'Mythology', 'Arthurian', 'Historical', 'Historical Fiction', 'Fantasy', 'Fantasy', 'Mythology']"
15232939,New Yesterdays,Jim L. Wright,177,12,4.35,74,1477494383,9.78148E+12,English,"['Fantasy', 'Science Fiction', 'Science Fiction Fantasy', 'Fiction']"
3272165,Bad Science,Ben Goldacre,338,2040,4.06,40709,7240198,9.78001E+12,English,"['Science', 'Nonfiction', 'Health', 'Medicine', 'Science', 'Popular Science', 'Health', 'Psychology', 'Medical', 'Philosophy', 'Skepticism', 'Audiobook', 'Humor']"
22522202,Until Friday Night,Abbi Glines,336,4432,3.95,49757,1481438867,9.78148E+12,English,"['Romance', 'Young Adult', 'Contemporary', 'Sports', 'Sports', 'New Adult', 'Young Adult', 'High School', 'Contemporary Romance', 'Sports Romance', 'Romance', 'Contemporary Romance', 'Fiction', 'Young Adult', 'Young Adult Romance']"
39182872,Cut and Run,Mary Burton,354,1185,4.16,25602,,B07BDF7WKP,English,"['Mystery', 'Thriller', 'Suspense', 'Romance', 'Romantic Suspense', 'Romance', 'Fiction', 'Mystery', 'Crime', 'Thriller', 'Mystery Thriller', 'Contemporary', 'Adult']"
44014779,A Tale of Magic...,Chris Colfer,481,1335,4.16,15495,,B07NNV73SN,English,"['Fantasy', 'Childrens', 'Middle Grade', 'Fiction', 'Young Adult', 'Fantasy', 'Magic', 'Childrens', 'Adventure', 'Fantasy', 'Fairy Tales', 'Audiobook', 'Retellings']"
